time_s,raw_x,raw_y,raw_z
0.000000,269.49,1895.49,-1045.47
0.029876,265.19,1829.72,-991.49
0.051633,104.62,1776.43,-950.31
0.101942,115.85,1640.16,-824.27
0.128992,132.75,1574.44,-770.68
0.150820,111.42,1509.93,-730.32
0.173189,99.00,1439.83,-691.88
0.194775,123.73,1379.46,-656.75
0.215150,128.24,1318.70,-628.52
0.239670,285.49,1238.61,-581.66
0.268456,302.27,1185.88,-566.85
0.289153,304.51,1130.42,-559.94
0.315775,288.94,1073.03,-559.58
0.336548,317.77,1022.85,-562.25
0.357825,292.88,965.49,-572.36
0.381418,308.49,914.27,-583.30
0.403936,319.03,866.94,-598.17
0.428112,314.69,815.96,-621.23
0.447978,192.47,681.14,-686.82
0.479814,203.36,634.68,-723.63
0.500474,190.41,575.70,-767.14
0.528664,195.86,527.83,-810.94
0.548993,207.66,481.43,-861.11
0.571490,216.05,439.02,-910.94
0.593339,228.10,398.80,-965.03
0.615495,216.28,347.23,-1032.09
0.640563,324.06,353.92,-1060.29
