source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-989.0,2578.8,-1205.7,-989.0,2578.8,-1205.7,,,,,,,,,,0
measured,17.7,-862.5,2563.9,-1157.9,-862.5,2563.9,-1157.9,,,,,,,,,,0
measured,34.6,-855.1,2562.6,-1158.2,-855.0,2562.6,-1158.2,,,,,,,,,,0
measured,49.0,-861.1,2561.6,-1163.0,-859.1,2561.4,-1162.2,,,,,,,,,,0
measured,59.2,-843.5,2562.5,-1162.0,-847.4,2562.0,-1162.9,,,,,,,,,,0
measured,74.8,-839.5,2562.9,-1164.6,-839.5,2562.6,-1165.5,1603.7,-173.7,27.6,,,,,,,0
measured,90.7,-826.2,2562.8,-1161.3,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,108.1,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,123.2,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,139.6,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,154.2,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,171.6,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,188.8,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,203.1,,,,-827.8,2562.8,-1164.4,1354.5,-127.2,-142.3,,,,,,,0
measured,218.5,-851.8,2558.1,-1190.3,-851.8,2558.1,-1190.3,,,,,,,,,,0
measured,233.9,-855.4,2557.4,-1191.4,-855.4,2557.4,-1191.4,,,,,,,,,,0
measured,249.0,-869.1,2557.7,-1194.0,-869.1,2557.7,-1194.0,,,,,,,,,,0
measured,269.2,-866.5,2555.7,-1193.6,-866.6,2555.7,-1193.6,,,,,,,,,,0
measured,288.1,-877.1,2556.3,-1196.6,-875.0,2555.9,-1196.7,-347.7,-30.8,-421.7,,,,,,,0
measured,303.0,-861.4,2555.3,-1192.3,-866.5,2555.3,-1195.0,-181.4,-32.4,-451.8,,,,,,,0
measured,317.8,-858.6,2555.4,-1191.8,-860.5,2555.2,-1194.2,-87.2,-28.9,-504.5,,,,,,,0
measured,336.3,-882.2,2555.4,-1196.5,-874.2,2555.2,-1197.2,-152.1,-25.1,-611.2,,,,,,,0
measured,356.1,-878.6,2556.1,-1194.0,-879.3,2555.9,-1196.9,-156.5,-18.2,-702.7,,,,,,,0
measured,370.8,-861.5,2556.0,-1187.6,-868.7,2556.1,-1192.0,-97.9,-14.4,-739.7,,,,,,,0
measured,388.1,-850.2,2557.6,-1183.4,-854.7,2557.2,-1186.7,-31.4,-7.4,-800.6,,,,,,,0
measured,404.1,-852.2,2558.1,-1183.2,-850.1,2558.0,-1184.5,3.4,-2.1,-860.4,,,,,,,0
measured,419.4,-853.5,2558.4,-1182.6,-850.2,2558.5,-1183.8,21.9,1.7,-922.2,,,,,,,0
measured,434.0,-849.5,2558.1,-1180.5,-848.7,2558.4,-1182.5,39.4,3.6,-979.7,,,,,,,0
measured,449.2,-848.5,2558.2,-1178.9,-847.8,2558.3,-1181.1,51.5,4.8,-1044.5,,,,,,,0
measured,464.1,-851.4,2558.1,-1179.6,-849.6,2558.2,-1181.2,81.9,8.5,-1026.1,,,,,,,0
measured,474.0,-857.6,2559.0,-1181.2,-854.2,2558.6,-1182.1,100.3,12.7,-973.2,,,,,,,0
measured,489.9,-864.3,2558.9,-1182.3,-861.5,2558.8,-1184.0,85.5,17.2,-971.0,,,,,,,0
measured,507.3,-858.6,2559.0,-1181.6,-861.4,2559.0,-1184.4,80.6,18.0,-984.9,,,,,,,0
measured,522.6,-844.4,2559.4,-1177.9,-850.7,2559.3,-1181.7,75.7,19.6,-986.7,,,,,,,0
measured,538.5,-847.9,2558.9,-1179.4,-847.3,2559.2,-1181.3,87.3,18.0,-985.5,,,,,,,0
measured,556.6,-842.9,2558.4,-1178.6,-842.9,2558.7,-1180.7,109.7,14.8,-992.7,,,,,,,0
measured,573.1,-847.6,2558.4,-1179.1,-844.8,2558.4,-1180.9,74.8,10.6,-1001.5,,,,,,,0
measured,589.9,-854.8,2558.2,-1182.3,-851.5,2558.2,-1183.3,27.2,6.8,-1026.8,,,,,,,0
measured,604.6,-852.0,2558.4,-1182.4,-852.8,2558.3,-1184.5,10.9,2.8,-1025.6,,,,,,,0
measured,620.1,-849.5,2558.2,-1180.6,-851.4,2558.2,-1183.9,16.9,0.8,-1029.7,,,,,,,0
measured,634.3,-850.7,2558.3,-1182.8,-851.1,2558.3,-1184.7,17.2,-0.3,-1031.9,,,,,,,0
measured,648.7,-847.4,2558.1,-1181.5,-848.7,2558.2,-1184.4,20.1,-1.1,-1038.1,,,,,,,0
measured,667.8,-855.8,2557.5,-1185.3,-853.3,2557.7,-1186.8,15.2,-3.4,-1080.3,,,,,,,0
measured,684.5,-860.3,2556.4,-1188.3,-858.8,2556.7,-1189.7,6.5,-7.0,-1102.1,,,,,,,0
measured,700.6,-853.4,2557.2,-1185.9,-856.3,2556.8,-1189.3,6.4,-9.2,-1115.0,,,,,,,0
measured,713.2,-850.0,2555.7,-1185.2,-852.5,2556.1,-1188.2,1.3,-12.0,-1091.2,,,,,,,0
measured,727.7,-837.8,2555.8,-1182.2,-842.5,2555.7,-1185.9,0.6,-14.3,-1080.8,,,,,,,0
measured,741.5,-819.4,2553.8,-1179.5,-826.0,2554.4,-1182.9,31.8,-18.6,-1064.3,,,,,,,0
measured,753.4,-802.2,2552.1,-1176.5,-808.1,2552.7,-1179.8,107.2,-23.9,-1022.7,,,,,,,0
measured,768.5,-778.1,2550.6,-1172.3,-783.3,2550.9,-1175.6,207.9,-30.9,-1000.9,,,,,,,0
measured,785.6,,,,-783.3,2550.9,-1175.6,207.9,-30.9,-1000.9,,,,,,,0
measured,800.2,-699.4,2544.2,-1150.6,-705.5,2544.7,-1155.0,436.3,-47.2,-1057.3,,,,,,,0
measured,821.7,-698.9,2543.5,-1152.9,-689.1,2542.9,-1151.4,607.0,-60.1,-1031.0,,,,,,,0
measured,834.0,-688.8,2540.8,-1149.8,-683.5,2541.0,-1150.0,738.0,-73.6,-954.2,,,,,,,0
measured,851.0,-660.1,2539.9,-1142.4,-662.5,2539.5,-1145.0,874.4,-83.8,-920.2,,,,,,,0
