throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
24,0,204632.434671,,43.72,12.82,94.18,454.4,2299.2,-770.4,True,,340.1,0.3,454.4,2299.2,-770.4,,,,False,1,1,,,,,,,,,,,,,0
24,1,204632.474624,39.95,34.47,21.17,102.95,421.8,2189.7,-871.2,True,,308.2,0.1,421.8,2189.7,-871.2,,,,False,2,2,,,,,,,,,,,,,0
24,2,204632.509019,34.4,21.1,34.87,115.7,376.1,2032.8,-1033.1,True,,271.3,0.2,376.1,2032.9,-1033.0,,,,False,3,3,,,,,,,,,,,,,0
24,3,204632.539999,30.98,10.55,45.51,138.23,226.3,1861.4,-1179.3,True,,225.4,1.7,226.9,1861.7,-1179.0,,,,False,4,4,,,,,,,,,,,,,0
24,4,204632.572574,,,,,,,,,epipolar(dy=25px),233.9,,226.9,1861.7,-1179.0,,,,False,4,4,,,,,,,,,,,,,0
24,5,204632.607218,67.22,-0.18,19.52,130.81,302.0,1763.6,-916.0,True,,236.8,0.1,294.7,1758.5,-927.3,-1029.4,-3099.2,-1858.7,True,5,5,,,,,,,,,,,,,0
24,6,204632.638802,31.58,-5.02,10.29,133.38,285.5,1699.6,-831.5,True,,231.6,1.1,300.6,1708.0,-814.4,-813.1,-2827.7,-1129.1,True,6,6,,,,,,,,,,,,,0
24,7,204632.67873,39.93,-9.98,2.38,137.37,258.4,1630.5,-762.3,True,,224.3,0.1,258.4,1630.5,-762.3,,,,False,4,4,,,,,,,,,,,,,1
24,8,204632.714773,36.04,-14.55,-4.51,138.48,257.1,1576.9,-698.2,True,,222.0,0.5,257.1,1576.9,-698.2,95.6,-1592.7,1785.0,False,5,5,,,,,,,,,,,,,1
24,9,204632.749157,34.38,-22.16,-12.91,143.51,230.3,1479.0,-627.2,True,,213.4,0.9,230.3,1479.0,-627.3,-51.8,-1709.7,1446.2,False,6,6,184.7,-27.1,-913.9,1170.0,-25.9,-854.9,1609.4,1.0,0.0,1.0,False,,1
