source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-794.3,2524.7,-1052.4,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,32.2,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,63.8,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,71.2,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,86.6,-217.9,2474.2,-815.5,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,103.4,-202.1,2480.6,-779.1,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,122.7,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,136.2,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,152.5,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,184.3,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,203.3,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,216.0,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,234.2,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,247.0,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,263.1,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,281.8,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,294.5,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,303.7,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,320.3,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,335.7,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,354.8,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,367.2,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,383.6,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,399.6,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,415.6,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,434.8,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,448.6,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,464.0,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,471.9,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,489.0,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,507.8,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,520.5,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,535.0,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
measured,551.0,,,,-794.3,2524.7,-1052.4,,,,,,,,,,0
predicted,-3749.9,,,,,,,,,,165.7,1434.4,-761.0,276.5,81.9,-971.7,0
predicted,-3744.9,,,,,,,,,,166.8,1420.8,-763.1,276.5,81.9,-971.7,0
predicted,-3739.9,,,,,,,,,,168.0,1407.2,-765.5,276.5,81.9,-971.7,0
predicted,-3734.9,,,,,,,,,,169.1,1393.6,-768.2,276.5,81.9,-971.7,0
predicted,-3729.9,,,,,,,,,,170.2,1380.1,-771.1,276.5,81.9,-971.7,0
predicted,-3724.9,,,,,,,,,,171.3,1366.6,-774.2,276.5,81.9,-971.7,0
predicted,-3719.9,,,,,,,,,,172.4,1353.1,-777.5,276.5,81.9,-971.7,0
predicted,-3714.9,,,,,,,,,,173.5,1339.7,-781.1,276.5,81.9,-971.7,0
