source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-59.8,2300.1,-699.7,-59.8,2300.1,-699.7,,,,,,,,,,0
measured,16.3,,,,-59.8,2300.1,-699.7,,,,,,,,,,0
measured,32.3,-57.6,2218.1,-817.0,-57.6,2218.1,-817.0,,,,,,,,,,0
measured,51.0,-58.3,2175.5,-874.7,-58.3,2175.5,-874.7,,,,,,,,,,0
measured,64.4,-52.7,2136.0,-940.1,-52.8,2136.2,-939.8,,,,,,,,,,0
measured,80.8,-50.2,2098.8,-1001.5,-49.6,2097.3,-1004.3,111.7,-2410.2,-3981.4,,,,,,,0
measured,96.8,-48.6,2059.6,-1066.5,-47.8,2058.8,-1068.7,118.8,-2380.5,-4083.4,,,,,,,0
measured,112.9,-50.1,2020.3,-1131.3,-48.5,2019.9,-1133.7,102.7,-2352.5,-4166.0,,,,,,,0
measured,123.1,-41.5,1998.2,-1078.7,-44.2,1997.0,-1119.9,126.7,-2336.0,-3843.3,,,,,,,0
measured,136.1,-42.1,1975.4,-1021.7,-42.0,1971.6,-1074.6,131.7,-2295.2,-3355.8,,,,,,,0
measured,152.7,-38.2,1954.4,-968.3,-38.2,1954.4,-968.3,,,,,,,,,,1
measured,167.7,-34.0,1932.3,-917.8,-34.0,1932.3,-917.8,,,,,,,,,,1
measured,182.9,-42.1,1908.5,-870.2,-41.9,1908.4,-870.2,123.2,-1511.7,3236.4,,,,,,,1
measured,203.1,-27.4,1893.9,-821.5,-30.4,1891.8,-820.2,172.9,-1375.0,2877.1,,,,,,,1
measured,215.4,-27.3,1865.8,-777.6,-27.2,1870.1,-781.6,178.6,-1384.0,2744.6,,,,,,,1
measured,232.4,-31.7,1845.7,-743.4,-28.9,1846.2,-741.5,148.7,-1367.5,2516.7,,,,,,,1
measured,249.3,-24.7,1825.5,-700.6,-25.6,1824.7,-701.3,149.2,-1344.9,2321.4,,,,,,,1
measured,264.8,-39.8,1794.6,-670.3,-34.5,1797.8,-669.4,99.4,-1359.2,2140.6,,,,,,,1
measured,285.3,-21.9,1780.1,-638.5,-26.5,1776.4,-636.1,109.2,-1330.8,1895.8,,,,,,,1
measured,297.6,-19.6,1758.2,-611.2,-21.3,1759.5,-613.3,116.5,-1326.0,1761.2,,,,,,,1
