source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-876.8,2327.0,-285.5,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,15.2,,,,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,47.3,,,,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,62.8,,,,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,79.2,-1416.7,2141.8,-280.7,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,94.6,,,,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,111.8,-1385.5,2119.1,-274.5,-876.8,2327.0,-285.5,,,,,,,,,,0
measured,127.6,-1415.9,2103.6,-276.9,-1415.9,2103.6,-276.9,,,,,,,,,,0
measured,143.9,,,,-1415.9,2103.6,-276.9,,,,,,,,,,0
measured,159.0,,,,-1415.9,2103.6,-276.9,,,,,,,,,,0
measured,182.8,-1429.5,2049.3,-281.1,-1429.5,2049.3,-281.1,,,,,,,,,,0
measured,199.1,,,,-1429.5,2049.3,-281.1,,,,,,,,,,0
measured,229.2,,,,-1429.5,2049.3,-281.1,,,,,,,,,,0
measured,263.8,,,,-1429.5,2049.3,-281.1,,,,,,,,,,0
predicted,-4385.2,,,,,,,,,,55.7,1498.0,-855.2,-464.4,206.8,-954.9,0
predicted,-4380.2,,,,,,,,,,49.0,1481.4,-857.9,-464.4,206.8,-954.9,0
predicted,-4375.2,,,,,,,,,,42.3,1464.7,-860.9,-464.4,206.8,-954.9,0
predicted,-4370.2,,,,,,,,,,35.6,1448.1,-864.1,-464.4,206.8,-954.9,0
predicted,-4365.2,,,,,,,,,,28.9,1431.6,-867.5,-464.4,206.8,-954.9,0
predicted,-4360.2,,,,,,,,,,22.3,1415.1,-871.2,-464.4,206.8,-954.9,0
predicted,-4355.2,,,,,,,,,,15.7,1398.7,-875.1,-464.4,206.8,-954.9,0
predicted,-4350.2,,,,,,,,,,9.1,1382.4,-879.3,-464.4,206.8,-954.9,0
predicted,-4345.2,,,,,,,,,,2.5,1366.0,-883.7,-464.4,206.8,-954.9,0
predicted,-4340.2,,,,,,,,,,-4.0,1349.8,-888.3,-464.4,206.8,-954.9,0
predicted,-4335.2,,,,,,,,,,-10.6,1333.6,-893.1,-464.4,206.8,-954.9,0
predicted,-4330.2,,,,,,,,,,-17.1,1317.4,-898.2,-464.4,206.8,-954.9,0
predicted,-4325.2,,,,,,,,,,-23.5,1301.3,-903.5,-464.4,206.8,-954.9,0
