source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-362.8,2132.1,-888.9,-362.8,2132.1,-888.9,,,,,,,,,,0
measured,40.2,-337.5,2024.0,-1011.6,-337.5,2024.0,-1011.6,,,,,,,,,,0
measured,79.5,-289.6,1884.9,-1095.4,-289.6,1884.9,-1095.5,,,,,,,,,,0
measured,119.1,-258.6,1819.4,-990.0,-258.7,1819.2,-990.6,,,,,,,,,,0
measured,155.3,-219.1,1718.6,-853.0,-220.1,1722.2,-857.7,901.5,-2543.5,-524.0,,,,,,,0
measured,197.5,-194.3,1653.2,-776.9,-193.0,1650.1,-772.9,852.3,-2344.2,-141.6,,,,,,,0
measured,230.8,-154.7,1557.5,-679.3,-156.8,1561.9,-684.3,856.5,-2299.9,92.0,,,,,,,0
measured,268.2,-132.1,1493.7,-631.7,-130.7,1491.0,-628.8,832.1,-2217.0,83.0,,,,,,,0
measured,313.8,-21.8,1475.0,-580.2,-26.1,1471.4,-580.4,931.5,-2022.3,-77.6,,,,,,,0
measured,349.0,-60.5,1306.6,-544.1,-48.6,1321.4,-545.2,879.1,-2039.2,-212.7,,,,,,,0
measured,380.9,-25.4,1260.5,-532.9,-31.0,1251.2,-531.8,854.0,-2016.8,-375.0,,,,,,,0
measured,411.3,-18.1,1182.5,-534.5,-17.7,1182.6,-533.7,817.5,-2005.5,-558.9,,,,,,,0
measured,451.4,14.8,1135.4,-542.7,13.7,1132.1,-543.2,785.6,-1950.3,-832.2,,,,,,,0
measured,488.4,42.0,1043.0,-575.7,42.2,1047.2,-574.8,757.2,-1911.1,-1090.4,,,,,,,0
measured,519.5,64.6,989.0,-608.0,64.8,987.1,-608.6,734.0,-1871.4,-1303.2,,,,,,,0
measured,548.3,77.9,924.5,-650.2,79.0,925.4,-650.0,716.9,-1840.6,-1300.1,,,,,,,0
measured,575.9,99.8,871.9,-702.4,98.8,871.1,-701.6,689.7,-1806.9,-1430.3,,,,,,,0
measured,617.8,106.4,841.5,-731.2,107.9,837.8,-735.5,645.3,-1747.7,-1762.6,,,,,,,0
measured,654.2,131.6,760.6,-828.3,129.9,765.6,-823.0,602.4,-1690.1,-2068.2,,,,,,,0
measured,683.3,101.7,621.1,-945.8,107.9,632.0,-940.5,540.3,-1709.8,-2316.8,,,,,,,0
measured,716.9,169.1,632.9,-1038.5,160.2,617.0,-1043.2,502.6,-1657.1,-2595.7,,,,,,,0
measured,747.6,186.5,588.1,-1134.0,189.3,590.4,-1135.5,475.3,-1624.3,-2830.4,,,,,,,0
measured,784.6,,,,189.3,590.4,-1135.5,475.3,-1624.3,-2830.4,,,,,,,0
measured,817.7,,,,189.3,590.4,-1135.5,475.3,-1624.3,-2830.4,,,,,,,0
measured,855.9,,,,189.3,590.4,-1135.5,475.3,-1624.3,-2830.4,,,,,,,0
measured,889.8,,,,189.3,590.4,-1135.5,475.3,-1624.3,-2830.4,,,,,,,0
