source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-518.1,2309.3,-1117.9,-518.1,2309.3,-1117.9,,,,,,,,,,0
measured,15.0,-499.6,2214.0,-1155.5,-499.6,2214.0,-1155.5,,,,,,,,,,0
measured,24.7,-470.1,2124.5,-1190.9,-470.1,2124.5,-1190.8,,,,,,,,,,0
measured,40.7,-440.0,2037.5,-1224.7,-440.2,2037.3,-1224.9,,,,,,,,,,0
measured,56.0,-360.0,1981.7,-1199.0,-368.9,1976.9,-1209.5,,,,,,,,,,0
measured,73.4,-338.0,1915.2,-1163.8,-330.2,1911.0,-1176.9,2564.6,-5162.6,-1017.7,,,,,,,0
measured,91.1,-320.1,1850.2,-1129.5,-308.8,1846.9,-1139.3,2318.0,-4739.5,-483.2,,,,,,,0
measured,105.1,-302.2,1784.1,-1101.3,-295.4,1787.2,-1107.7,2136.9,-4555.2,-166.9,,,,,,,0
measured,121.8,-287.3,1718.8,-1076.5,-282.2,1719.2,-1077.6,1951.3,-4390.2,2.9,,,,,,,0
measured,137.5,-273.7,1653.6,-1055.4,-270.9,1654.3,-1054.6,1792.9,-4272.5,90.7,,,,,,,0
measured,153.1,-253.6,1594.8,-1033.3,-254.8,1593.3,-1033.3,1677.4,-4164.9,130.5,,,,,,,0
measured,172.0,-248.4,1527.0,-1019.0,-245.0,1524.4,-1016.6,1537.7,-4048.8,95.1,,,,,,,0
measured,186.0,-75.1,1546.0,-945.8,-130.4,1520.3,-966.2,1750.9,-3828.2,188.1,,,,,,,0
measured,201.5,-60.8,1492.5,-936.2,-61.9,1490.9,-935.7,1852.0,-3663.0,196.4,,,,,,,0
measured,226.3,-53.5,1430.0,-929.1,-32.1,1432.4,-921.0,1843.2,-3475.2,80.0,,,,,,,0
measured,240.3,-49.6,1372.5,-926.6,-36.2,1381.5,-922.1,1825.0,-3263.6,237.0,,,,,,,0
measured,253.8,-40.3,1318.2,-926.7,-35.1,1326.7,-924.3,1766.4,-3112.7,298.5,,,,,,,0
measured,267.3,-33.1,1259.9,-926.1,-31.6,1267.3,-926.1,1696.3,-3041.5,290.9,,,,,,,0
measured,282.2,-16.2,1213.5,-926.3,-19.8,1212.0,-927.7,1610.7,-3002.2,165.4,,,,,,,0
measured,294.9,-12.7,1156.4,-933.4,-12.6,1159.4,-932.8,1585.5,-2985.0,35.2,,,,,,,0
measured,305.7,-7.4,1100.7,-942.1,-6.9,1107.5,-940.3,1541.9,-3000.2,-94.2,,,,,,,0
measured,326.0,6.7,1052.6,-950.4,6.0,1043.1,-951.7,1448.9,-2978.1,-318.4,,,,,,,0
measured,338.6,2.4,989.1,-965.5,6.5,992.9,-963.9,1327.7,-3028.6,-482.7,,,,,,,0
measured,354.3,15.2,944.2,-977.2,14.2,940.8,-978.0,1172.9,-3077.3,-685.3,,,,,,,0
measured,369.1,14.1,879.4,-997.4,16.4,882.8,-996.2,967.6,-3174.3,-898.7,,,,,,,0
measured,386.0,26.1,834.9,-1014.4,24.5,830.2,-1015.7,738.5,-3265.3,-1131.0,,,,,,,0
measured,403.3,32.7,781.7,-1037.7,32.3,778.7,-1038.4,459.2,-3355.1,-1381.3,,,,,,,0
measured,417.8,38.9,729.8,-1060.8,38.8,731.0,-1060.6,444.6,-3353.8,-1512.3,,,,,,,0
measured,433.0,43.5,678.9,-1085.1,44.2,680.0,-1085.4,437.5,-3344.8,-1645.1,,,,,,,0
measured,448.7,51.4,627.5,-1117.4,51.0,627.9,-1116.0,423.9,-3280.0,-1787.8,,,,,,,0
measured,465.9,50.4,577.7,-1115.7,52.9,575.5,-1126.8,392.1,-3208.5,-1886.4,,,,,,,0
measured,485.4,59.2,550.3,-1082.2,58.7,540.5,-1101.8,367.7,-3090.0,-1899.0,,,,,,,0
