source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,63.6,177.6,-1024.4,63.6,177.6,-1024.4,,,,,,,,,,0
measured,19.5,76.5,195.7,-1024.0,76.5,195.7,-1024.0,,,,,,,,,,0
measured,33.6,82.5,203.2,-1024.9,82.5,203.2,-1024.9,,,,,,,,,,0
measured,49.9,84.2,201.6,-1025.5,84.3,201.8,-1025.5,,,,,,,,,,0
measured,65.3,91.2,212.4,-1023.8,90.3,210.4,-1024.6,392.2,472.1,-319.4,,,,,,,0
measured,72.5,92.0,209.2,-1025.5,92.2,210.6,-1025.6,368.4,410.9,-354.1,,,,,,,0
measured,90.5,96.4,213.0,-1026.3,96.6,213.6,-1027.6,339.9,355.4,-461.1,,,,,,,0
measured,105.6,95.6,209.0,-1029.7,97.3,211.5,-1030.7,294.1,278.0,-551.9,,,,,,,0
measured,120.1,100.2,212.4,-1032.2,99.9,212.2,-1033.8,273.5,238.5,-636.2,,,,,,,0
measured,137.1,98.4,208.7,-1036.4,99.8,210.0,-1038.1,238.6,189.0,-740.4,,,,,,,0
measured,153.2,99.7,206.9,-1039.7,100.1,207.6,-1041.8,211.6,147.0,-832.4,,,,,,,0
measured,173.9,102.6,208.1,-1042.4,102.2,207.4,-1045.1,191.7,117.8,-948.1,,,,,,,0
measured,189.3,109.6,216.4,-1043.9,107.7,213.4,-1046.5,189.2,115.5,-1017.1,,,,,,,0
measured,204.6,111.5,216.0,-1046.8,111.4,216.1,-1048.8,185.5,110.0,-1088.9,,,,,,,0
measured,219.7,109.7,208.6,-1050.5,111.5,212.1,-1052.1,175.5,91.8,-1161.8,,,,,,,0
measured,236.5,117.8,216.9,-1049.7,116.4,215.1,-1053.0,156.8,55.7,-1176.4,,,,,,,0
measured,254.4,119.3,215.3,-1052.6,119.6,215.6,-1054.9,150.1,40.9,-1204.4,,,,,,,0
measured,267.3,120.3,214.6,-1055.0,120.9,215.2,-1056.7,147.2,34.4,-1194.5,,,,,,,0
measured,282.8,127.3,222.7,-1054.6,125.9,220.2,-1057.6,149.4,35.0,-1207.2,,,,,,,0
measured,298.1,130.2,225.9,-1055.3,130.0,224.9,-1058.0,158.4,53.4,-1213.4,,,,,,,0
measured,307.9,127.1,219.0,-1059.2,129.4,222.6,-1060.0,160.5,55.2,-1167.1,,,,,,,0
measured,325.8,117.4,202.0,-1064.6,122.3,209.3,-1065.5,146.3,35.7,-1192.5,,,,,,,0
measured,338.8,108.2,185.1,-1071.5,112.6,192.1,-1071.7,113.3,-14.1,-1181.8,,,,,,,0
measured,354.2,102.1,174.6,-1075.3,103.4,176.2,-1077.4,74.7,-71.2,-1185.5,,,,,,,0
measured,370.4,99.1,168.8,-1078.8,97.7,166.2,-1081.9,24.9,-138.7,-1196.3,,,,,,,0
measured,386.1,72.5,126.5,-1089.5,78.7,135.7,-1090.1,-68.4,-272.4,-1211.1,,,,,,,0
measured,404.1,67.3,117.3,-1092.8,66.2,115.4,-1095.9,-158.4,-397.3,-1247.1,,,,,,,0
measured,418.7,53.7,91.4,-1100.8,54.2,93.4,-1102.3,-248.5,-527.3,-1259.6,,,,,,,0
measured,434.3,58.2,96.1,-1100.8,52.7,88.0,-1104.9,-314.0,-619.7,-1273.2,,,,,,,0
measured,450.9,59.4,100.2,-1101.0,55.0,91.9,-1105.2,-367.3,-689.7,-1286.6,,,,,,,0
measured,468.1,40.8,69.9,-1109.8,44.6,75.5,-1110.6,-420.6,-761.9,-1307.1,,,,,,,0
measured,486.0,35.3,60.9,-1113.1,36.0,61.8,-1115.2,-455.7,-807.4,-1333.0,,,,,,,0
measured,499.8,37.9,63.7,-1114.7,35.0,59.6,-1117.4,-470.1,-822.2,-1323.2,,,,,,,0
measured,514.0,36.5,59.4,-1116.8,34.6,57.1,-1119.5,-458.3,-799.8,-1314.0,,,,,,,0
measured,524.1,37.9,56.1,-1118.0,35.8,55.1,-1120.6,-426.2,-752.4,-1274.1,,,,,,,0
measured,537.2,42.1,61.7,-1116.6,39.2,57.5,-1120.6,-377.4,-679.5,-1245.0,,,,,,,0
measured,555.1,35.6,50.0,-1120.6,37.3,52.1,-1122.9,-330.9,-609.6,-1256.4,,,,,,,0
measured,568.0,19.1,23.9,-1128.7,25.7,33.4,-1128.4,-309.6,-579.8,-1232.6,,,,,,,0
measured,583.9,-0.5,-10.5,-1138.9,6.2,0.4,-1138.2,-308.0,-583.8,-1237.0,,,,,,,0
measured,599.8,2.9,-3.5,-1137.6,-0.5,-10.0,-1141.8,-282.3,-543.2,-1229.4,,,,,,,0
measured,616.3,-10.6,-29.2,-1145.9,-10.6,-28.5,-1147.9,-305.7,-583.1,-1238.5,,,,,,,0
measured,635.8,-3.2,-17.5,-1143.5,-8.6,-26.4,-1148.2,-303.4,-577.1,-1258.4,,,,,,,0
measured,650.4,,,,-8.6,-26.4,-1148.2,-303.4,-577.1,-1258.4,,,,,,,0
measured,832.8,,,,-8.6,-26.4,-1148.2,-303.4,-577.1,-1258.4,,,,,,,0
measured,889.7,,,,-8.6,-26.4,-1148.2,-303.4,-577.1,-1258.4,,,,,,,0
predicted,-15341.0,,,,,,,,,,225.3,1006.8,-578.4,661.8,185.1,-854.5,0
predicted,-15336.0,,,,,,,,,,228.1,1002.4,-579.0,661.8,185.1,-854.5,0
predicted,-15331.0,,,,,,,,,,230.8,998.0,-579.9,661.8,185.1,-854.5,0
predicted,-15326.0,,,,,,,,,,233.5,993.6,-581.0,661.8,185.1,-854.5,0
predicted,-15321.0,,,,,,,,,,236.3,989.2,-582.4,661.8,185.1,-854.5,0
