throw_id,frame_idx,timestamp_s,dt_ms,cam_x,cam_y,cam_z,rob_x,rob_y,rob_z,accepted,reject_reason,disparity,reproj_err,kf_pos_x,kf_pos_y,kf_pos_z,vel_x,vel_y,vel_z,kf_ready,kf_updates,buf_size,pred_x,pred_y,pred_z,pred_t_ms,pred_vx,pred_vy,pred_vz,confidence,spread_mm,hit_ratio,clamped,clamp_dist,bounces
83,0,200621.317754,,103.58,28.41,187.26,-513.9,2528.4,-1040.1,True,,172.2,0.1,-513.9,2528.4,-1040.1,,,,False,1,1,,,,,,,,,,,,,0
83,1,200621.332319,14.57,96.36,34.93,189.09,-488.8,2463.4,-1110.4,True,,170.0,0.1,-488.8,2463.4,-1110.4,,,,False,2,2,,,,,,,,,,,,,0
83,2,200621.349576,17.26,91.13,32.08,189.07,-469.7,2413.3,-1084.5,True,,169.6,0.4,-469.7,2413.2,-1084.5,,,,False,3,3,,,,,,,,,,,,,0
83,3,200621.367469,17.89,86.49,26.3,187.74,-445.9,2370.6,-1027.2,True,,170.6,0.0,-445.8,2370.2,-1029.0,,,,False,4,4,,,,,,,,,,,,,0
83,4,200621.381842,14.37,81.49,20.17,187.21,-428.1,2320.9,-968.0,True,,170.7,0.0,-427.8,2323.8,-972.0,1283.8,-3035.4,1076.4,True,5,5,,,,,,,,,,,,,0
83,5,200621.398556,16.71,76.64,15.42,185.78,-401.0,2278.0,-920.7,True,,171.7,0.8,-402.4,2277.3,-919.5,1313.1,-2933.6,1466.3,True,6,6,,,,,,,,,,,,,0
83,6,200621.414775,16.22,72.31,10.34,186.49,-395.6,2230.2,-873.9,True,,170.8,0.3,-390.6,2230.6,-872.7,1214.1,-2880.2,1653.2,True,7,7,,,,,,,,,,,,,0
83,7,200621.430571,15.8,67.19,5.59,185.64,-372.5,2182.4,-827.8,True,,171.2,0.8,-373.0,2183.4,-827.9,1185.4,-2852.5,1739.9,True,8,8,,,,,,,,,,,,,0
83,8,200621.45178,21.21,62.88,1.45,185.2,-355.5,2140.8,-788.1,True,,171.3,0.6,-354.1,2135.8,-784.0,1130.9,-2744.0,1661.9,True,9,9,,,,,,,,,,,,,0
83,9,200621.464086,12.31,57.94,-3.21,183.74,-327.7,2097.4,-741.7,True,,172.4,1.0,-333.0,2100.4,-747.8,1146.7,-2718.2,1683.0,True,10,10,,,,,,,,,,,,,0
83,10,200621.478829,14.74,53.02,-6.52,182.77,-302.2,2053.5,-709.4,True,,173.0,0.2,-306.5,2056.4,-710.9,1171.8,-2700.8,1634.2,True,11,11,,,,,,,,,,,,,0
83,11,200621.49424,15.41,48.36,-10.25,182.31,-283.1,2009.3,-673.8,True,,173.1,0.0,-282.9,2010.6,-674.6,1184.3,-2685.7,1562.3,True,12,12,,,,,,,,,,,,,0
83,12,200621.510334,16.09,43.81,-12.95,180.8,-253.6,1971.8,-646.4,True,,174.2,0.2,-255.1,1969.2,-644.3,1207.5,-2656.3,1458.9,True,13,13,,,,,,,,,,,,,0
83,13,200621.52856,18.23,39.34,-15.88,181.45,-243.9,1925.5,-620.6,True,,173.3,0.0,-238.4,1923.8,-617.7,1197.3,-2623.9,1316.7,True,14,14,,,,,,,,,,,,,0
83,14,200621.542887,14.33,34.68,-18.54,181.31,-226.0,1881.2,-596.2,True,,173.1,0.2,-224.4,1883.2,-596.4,1190.2,-2609.1,1209.8,True,15,15,,,,,,,,,,,,,0
83,15,200621.562481,19.59,30.36,-20.85,180.86,-206.3,1841.8,-574.5,True,,173.3,0.3,-205.4,1838.5,-573.5,1175.3,-2545.9,1232.4,True,15,15,,,,,,,,,,,,,0
83,16,200621.578623,16.14,25.8,-23.1,180.71,-188.2,1798.9,-553.9,True,,173.1,0.1,-188.5,1799.0,-554.8,1171.9,-2526.3,1118.6,True,15,15,,,,,,,,,,,,,0
83,17,200621.593534,14.91,21.11,-24.85,180.94,-172.1,1753.8,-539.1,True,,172.5,0.0,-172.5,1756.8,-539.6,1162.7,-2520.8,962.6,True,15,15,,,,,,,,,,,,,0
83,18,200621.611322,17.79,16.85,-26.47,181.26,-158.6,1712.3,-525.5,True,,171.9,0.3,-157.1,1711.5,-525.3,1143.2,-2493.3,769.5,True,15,15,,,,,,,,,,,,,0
83,19,200621.626273,14.95,12.52,-27.63,180.5,-134.4,1675.3,-514.5,True,,172.4,0.3,-137.3,1674.5,-514.9,1135.9,-2480.7,623.2,True,15,15,,,,,,,,,,,,,0
83,20,200621.642281,16.01,7.93,-29.21,182.55,-134.8,1623.5,-504.6,True,,170.1,0.1,-129.6,1627.0,-505.2,1111.1,-2477.5,463.4,True,15,15,,,,,,,,,,,,,0
83,21,200621.6572,14.92,3.71,-29.4,180.02,-94.1,1596.3,-499.9,True,,172.2,0.2,-102.3,1592.7,-499.6,1101.3,-2463.4,312.2,True,15,15,,,,,,,,,,,,,0
83,22,200621.671251,14.05,-0.61,-30.15,181.79,-91.7,1549.1,-497.4,True,,170.3,0.1,-88.9,1552.0,-496.9,1074.7,-2474.4,173.1,True,15,15,,,,,,,,,,,,,0
83,23,200621.686997,15.75,-5.24,-30.56,182.43,-77.6,1504.4,-496.5,True,,169.4,0.0,-75.3,1506.1,-496.2,1028.9,-2464.1,-2.9,True,15,15,,,,,,,,,,,,,0
83,24,200621.702313,15.32,-9.33,-30.59,182.18,-57.5,1468.8,-497.4,True,,169.3,0.2,-58.4,1466.8,-497.5,1006.5,-2461.4,-148.4,True,15,15,554.1,-26.9,-803.0,790.0,609.9,-1491.4,-1457.1,1.0,0.0,1.0,False,,0
83,25,200621.727945,25.63,-13.5,-30.41,183.16,-47.5,1427.3,-502.7,True,,168.1,0.2,-44.2,1421.3,-503.1,966.9,-2418.8,-383.6,True,15,15,,,,,,,,,,,,,0
83,26,200621.744062,16.12,-21.84,-29.52,183.12,-9.3,1353.8,-514.8,True,,167.6,0.6,-16.4,1364.3,-513.4,969.9,-2444.0,-529.8,True,15,15,,,,,,,,,,,,,0
83,27,200621.760214,16.15,-25.77,-28.58,183.66,4.6,1317.3,-526.6,True,,166.9,0.2,4.3,1317.8,-526.0,986.4,-2452.0,-679.8,True,15,15,,,,,,,,,,,,,0
83,28,200621.775834,15.62,-30.7,-27.77,186.01,6.7,1264.0,-540.8,True,,164.5,0.1,12.3,1267.1,-540.6,966.9,-2474.1,-832.4,True,15,15,,,,,,,,,,,,,0
83,29,200621.793117,17.28,-34.16,-26.04,185.09,32.6,1238.9,-557.6,True,,165.1,0.4,31.0,1231.3,-558.1,964.6,-2473.8,-993.7,True,15,15,,,,,,,,,,,,,0
83,30,200621.811038,17.92,-38.4,-24.58,186.12,44.2,1198.2,-575.6,True,,163.9,0.1,45.5,1194.8,-576.8,951.1,-2446.8,-1161.4,True,15,15,,,,,,,,,,,,,0
