source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-158.3,2503.4,-949.4,-158.3,2503.4,-949.4,,,,,,,,,,0
measured,49.5,,,,-158.3,2503.4,-949.4,,,,,,,,,,0
measured,67.0,,,,-158.3,2503.4,-949.4,,,,,,,,,,0
measured,81.6,,,,-158.3,2503.4,-949.4,,,,,,,,,,0
measured,97.2,,,,-158.3,2503.4,-949.4,,,,,,,,,,0
measured,112.6,-554.6,2403.9,-1113.4,-158.3,2503.4,-949.4,,,,,,,,,,0
measured,129.7,-550.3,2400.9,-1113.5,-550.3,2400.9,-1113.5,,,,,,,,,,0
measured,148.5,-547.6,2400.6,-1112.4,-547.6,2400.6,-1112.4,,,,,,,,,,0
measured,162.8,-576.7,2397.0,-1121.4,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,178.9,,,,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,193.5,,,,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,210.1,47.9,2441.5,-988.2,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,229.4,65.4,2379.0,-1022.1,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,242.2,-94.9,2244.3,-1107.8,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,258.7,-81.3,2181.2,-1075.1,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,274.5,-57.0,2122.3,-1040.2,-576.6,2397.0,-1121.4,,,,,,,,,,0
measured,290.3,-45.1,2060.1,-1013.3,-45.1,2060.1,-1013.3,,,,,,,,,,0
measured,309.0,-24.3,2002.5,-984.0,-24.3,2002.5,-984.0,,,,,,,,,,0
measured,323.2,-2.6,1947.5,-958.8,-2.6,1947.5,-958.8,,,,,,,,,,0
measured,333.4,2.2,1885.3,-940.9,2.4,1886.4,-941.0,,,,,,,,,,0
measured,349.4,22.2,1828.2,-919.5,21.0,1824.5,-919.1,,,,,,,,,,0
measured,365.1,33.3,1770.0,-902.9,34.0,1766.4,-902.0,1033.4,-3890.5,1110.6,,,,,,,0
measured,382.0,50.8,1717.3,-887.6,50.3,1711.7,-886.8,999.8,-3750.9,916.0,,,,,,,0
measured,397.2,67.8,1662.0,-875.5,66.8,1660.4,-875.2,991.6,-3667.0,751.1,,,,,,,0
measured,417.5,79.7,1604.8,-865.8,81.7,1600.8,-865.1,943.8,-3525.4,530.1,,,,,,,0
measured,429.2,92.2,1551.1,-858.8,91.8,1556.2,-859.5,926.0,-3498.5,412.4,,,,,,,0
measured,445.8,106.4,1492.4,-856.2,106.2,1494.7,-855.8,906.6,-3461.5,241.7,,,,,,,0
measured,482.9,117.9,1438.7,-853.4,120.1,1430.5,-853.7,826.2,-3202.1,-109.6,,,,,,,0
measured,499.8,239.3,1459.7,-822.6,210.3,1446.2,-831.4,1007.3,-2934.8,-200.5,,,,,,,0
measured,515.8,155.4,1279.5,-860.6,187.3,1329.3,-849.3,935.1,-2984.5,-364.5,,,,,,,0
measured,531.6,162.9,1220.9,-870.9,174.0,1235.2,-866.7,877.9,-3016.9,-520.9,,,,,,,0
