source,time_ms,meas_x,meas_y,meas_z,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,pred_x,pred_y,pred_z,intercept_x,intercept_y,intercept_z,bounces
measured,0.0,-486.5,2476.5,-1065.9,-486.5,2476.5,-1065.9,,,,,,,,,,0
measured,17.4,-456.4,2405.4,-1118.8,-456.4,2405.4,-1118.8,,,,,,,,,,0
measured,34.0,-428.7,2344.0,-1085.7,-428.7,2344.0,-1085.7,,,,,,,,,,0
measured,49.0,-412.9,2283.4,-1044.6,-412.7,2283.3,-1046.1,,,,,,,,,,0
measured,64.1,,,,-412.7,2283.3,-1046.1,,,,,,,,,,0
measured,79.0,-369.8,2168.7,-959.0,-370.5,2168.3,-960.2,1410.6,-3767.4,1190.7,,,,,,,0
measured,98.2,-346.2,2111.6,-923.8,-345.8,2107.5,-920.9,1357.5,-3611.0,1317.0,,,,,,,0
measured,114.2,-330.9,2050.3,-895.3,-329.1,2051.1,-893.1,1299.2,-3556.3,1299.2,,,,,,,0
measured,127.2,-319.1,1998.3,-867.4,-317.2,2001.0,-868.4,1249.4,-3539.3,1271.8,,,,,,,0
measured,137.8,-301.3,1940.8,-840.5,-303.3,1950.0,-844.7,1234.5,-3579.4,1258.1,,,,,,,0
measured,154.8,-259.9,1892.5,-812.2,-268.1,1888.4,-813.0,1270.7,-3542.6,1163.6,,,,,,,0
measured,169.3,-244.5,1839.5,-789.5,-244.1,1837.2,-789.2,1281.3,-3514.1,1079.5,,,,,,,0
measured,187.7,,,,-244.1,1837.2,-789.2,1281.3,-3514.1,1079.5,,,,,,,0
measured,200.6,-213.1,1730.0,-759.6,-209.8,1728.8,-757.3,1251.4,-3443.4,815.4,,,,,,,0
measured,215.9,-194.9,1675.8,-744.7,-194.4,1675.9,-744.9,1235.9,-3414.6,698.4,,,,,,,0
measured,233.1,-199.0,1613.0,-739.6,-192.5,1614.0,-738.0,1182.7,-3386.5,545.9,,,,,,,0
measured,248.2,-162.6,1572.0,-727.9,-169.9,1568.2,-729.5,1169.6,-3346.8,416.1,,,,,,,0
measured,266.7,-162.2,1512.4,-726.0,-159.0,1510.9,-725.5,1118.2,-3304.3,372.7,,,,,,,0
measured,281.2,-148.2,1460.1,-722.5,-148.2,1461.8,-723.1,1077.9,-3282.0,231.7,,,,,,,0
measured,306.0,,,,-148.2,1461.8,-723.1,1077.9,-3282.0,231.7,,,,,,,0
measured,318.9,-124.1,1353.7,-723.3,-123.7,1352.1,-723.8,1006.5,-3181.6,-142.0,,,,,,,0
measured,332.0,-101.7,1308.1,-727.7,-105.9,1310.3,-727.5,966.6,-3149.5,-294.3,,,,,,,0
measured,351.4,-96.1,1253.0,-736.0,-93.7,1252.7,-735.9,917.5,-3097.9,-480.1,,,,,,,0
measured,364.3,-73.5,1216.6,-745.3,-77.3,1215.8,-744.6,892.8,-3042.3,-615.4,,,,,,,0
measured,377.4,-71.2,1151.4,-758.4,-68.6,1161.3,-757.0,852.7,-3017.2,-758.5,,,,,,,0
measured,392.2,-57.3,1107.6,-772.6,-56.9,1108.3,-772.2,808.1,-2988.0,-912.5,,,,,,,0
measured,408.2,-43.7,1060.2,-789.3,-43.8,1057.4,-789.7,766.4,-2978.0,-1064.7,,,,,,,0
measured,424.0,-19.0,1026.6,-802.3,-23.0,1019.2,-804.9,770.7,-2938.0,-1204.3,,,,,,,0
measured,436.0,-1.3,993.5,-823.0,-4.7,990.3,-821.7,789.5,-2907.3,-1312.4,,,,,,,0
measured,450.7,-9.2,918.4,-852.0,-0.7,930.4,-848.6,784.4,-2910.2,-1451.2,,,,,,,0
measured,466.1,,,,-0.7,930.4,-848.6,784.4,-2910.2,-1451.2,,,,,,,0
measured,482.1,4.6,816.4,-908.8,7.5,817.7,-908.5,761.9,-2892.5,-1721.0,,,,,,,0
measured,501.3,23.1,781.7,-937.8,20.5,774.0,-940.6,727.0,-2880.8,-1892.1,,,,,,,0
measured,514.4,34.9,739.2,-970.1,32.3,738.9,-968.9,735.1,-2878.7,-2017.7,,,,,,,0
measured,528.1,43.1,695.5,-1005.1,42.6,697.7,-1003.0,718.1,-2876.5,-2159.7,,,,,,,0
measured,543.1,54.3,653.9,-1038.8,54.0,654.3,-1039.2,703.2,-2879.8,-2308.8,,,,,,,0
measured,557.1,,,,54.0,654.3,-1039.2,703.2,-2879.8,-2308.8,,,,,,,0
measured,571.0,80.9,579.9,-1116.3,79.7,578.8,-1115.8,679.9,-2805.7,-2537.5,,,,,,,0
measured,586.2,75.5,521.9,-1098.0,80.8,526.5,-1116.4,658.1,-2794.3,-2595.4,,,,,,,0
measured,601.2,80.9,484.8,-1059.9,83.2,483.2,-1086.2,620.8,-2766.5,-2558.4,,,,,,,0
