x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,bounces_before_hit,has_bounce_before_hit,intercept_valid,x0,y0,z0,vx0,vy0,vz0,gravity_z_mm_s2
0.5926885734257096,2628.6507764562502,-489.37233159307095,13.29999332082093,2615.228251047248,-499.5159519133272,29.183558062862367,2601.4507842340927,-507.4507238047399,42.14203180649989,2591.191140797824,-521.4030774210544,51.07740471826239,2571.237735786621,-531.1654518382593,68.2497864501291,2558.446084486022,-551.4472649959598,0.01625745787382344,0.01755974886418686,0.016502718488606655,0.01444491767554168,0.01587505147384438,858.0259841846218,1677.095927186355,-1133.4983480437288,803.5873057101786,-894.0873547130102,-3565.0821022293494,0.9843601056239962,0.0,1.0,1.0,1.0,2.2055036032836597,2629.2989599556913,-492.3687738465725,803.5873057101786,-894.0873547130102,-316.62022160736956,-9833.914196419128
-685.1234120130084,2592.565457852167,-525.3782670267134,-675.8300640704811,2573.2042912237753,-547.3649896494776,-655.6146466651761,2556.302683674903,-583.196337781616,-637.5312949828094,2533.9641059475593,-620.84056437739,-617.8772727983937,2507.5053716411353,-663.3881249354956,-600.8096740381017,2482.616678006116,-707.0916307696777,0.012776982471774204,0.014032637212194627,0.01603708869410998,0.01672984791248791,0.017075479514478895,645.7419308744443,953.9181872497982,-667.5137888215854,1135.2870632109266,-1395.356597022369,2650.821662289977,1.0983479641949514,0.0,2.0,1.0,1.0,-688.2203683983912,2593.4621887510693,-521.6342290671711,1135.2870632109266,-1395.356597022369,-2037.1531924666108,-9863.281136429883
422.90047007462505,2332.615803114703,-250.2737815439751,418.36533002515483,2283.320545508326,-290.5797883202836,419.0471922318561,2234.3092547987703,-338.1205687479689,413.11925440425165,2187.075024645297,-389.6084583022555,414.3400137328002,2145.211793091195,-428.1484072845642,413.819066698055,2096.540903237817,-485.9134627567593,0.017821817204227628,0.015379532549605602,0.014769080380824147,0.01287905213877271,0.016012616661471024,364.2592962303764,-515.3419177081299,-28.08562070420543,-59.753640937101295,-3079.218268581504,-1787.1586025891575,0.8481379010650996,0.0,1.0,1.0,1.0,419.53141409719933,2332.93498072976,-247.74126038704856,-59.753640937101295,-3079.218268581504,-2741.8911190030753,-9841.374281313256
735.825799403375,2268.649437141456,-620.351489514745,730.8454567023332,2246.092809591355,-642.0540786064955,726.9674573696886,2217.0123545986507,-663.6110409529746,731.4519025402545,2195.0651885702737,-690.168149627097,724.783277430534,2163.209906964813,-727.6738727929013,720.5446989399037,2137.4779159684635,-757.3538163383319,0.013344900355737323,0.014969568796008645,0.012753499099264227,0.019558636716235894,0.015044336265583026,566.7803541973171,581.5714348268336,-1208.2031603659816,-176.80093200668722,-1786.8286874840808,-3709.563556875515,0.8693290587671716,0.0,1.0,1.0,1.0,733.8572349436267,2270.1245444993056,-621.3674708148556,-176.80093200668722,-1786.8286874840808,-1466.0597369447798,-9893.658128512214
104.1361854791202,2272.7657964678665,-1108.5514590673904,91.8671081430737,2240.923458924663,-1140.5530679464262,80.09481464744006,2202.782801716248,-1081.2433132488873,81.72978058945685,2178.3239365946392,-1040.5354194489694,65.98548541580388,2135.701039516606,-990.6862663768931,59.27766858973754,2110.1306993196627,-946.9248852375745,0.014790124996257628,0.01771818351058984,0.012214413605806336,0.015829546574249335,0.01688627043445113,-406.39561887490294,279.77934896561237,-684.1186675280926,-557.7818865919251,-2189.197145395631,1850.2026056163631,0.8325614608786465,0.0,2.0,1.0,1.0,101.18589792374769,2271.9487512756255,-1107.4573410626185,-557.7818865919251,-2189.197145395631,-3421.125439623713,-9779.03138995798
496.43324180161534,2608.006562368543,-1023.8044908832354,489.31547429181546,2595.0485761997484,-1041.9188790930114,485.1170219363672,2581.868112537071,-1053.0247863904956,484.10877874377155,2572.0205567619623,-1077.5001215186207,472.596958468888,2561.2549725881345,-1097.0320760753266,471.79700026873286,2541.1796012188183,-1119.6166546596965,0.014833825605701265,0.015601842598056736,0.013916545221468447,0.012748397012490927,0.01651838742383685,190.0554525579518,1799.673223197224,-1425.5595686748427,-316.2160373245424,-842.3032901194955,-2949.0617082875806,0.8863810021384465,0.0,2.0,1.0,1.0,493.6228483895143,2608.284381711955,-1025.2497281312876,-316.2160373245424,-842.3032901194955,-961.487386512192,-9708.963075821615
-272.3073979510817,2270.577361807112,-690.660427124723,-270.53470404866044,2222.076231888593,-737.3834134720472,-274.8241418841397,2185.8281368913194,-787.0357112699938,-271.3011633284661,2137.369379434605,-851.8713678895214,-277.4451037426152,2087.781895168406,-908.2621876936764,-274.8177183620227,2050.837595814086,-966.0756790319377,0.01761214993212877,0.014908748847084347,0.02027555463231491,0.01757994150668124,0.01659547004935731,-345.63220048116267,5.504111020846722,-901.4400078493735,-80.41732791342528,-2530.0336250906466,-3399.7895022387115,0.8080281350324341,1.0,1.0,1.0,1.0,-273.6586919986463,2269.8842054769784,-689.9104533786287,-80.41732791342528,-2530.0336250906466,-2720.8232391685506,-9823.852694829311
259.49705649760494,2670.5215458104913,-1015.3689842193951,244.62825016387808,2657.739627522543,-1042.0399934466184,233.53373512965823,2650.9335184242013,-1075.3297328402923,224.10277616366363,2640.5943393289203,-1102.8322975968676,208.92281939349698,2625.027432408563,-1140.0097394476709,195.73633669836283,2621.1385063423145,-1118.783073724492,0.0150084975689251,0.015548215299062937,0.015464652736682929,0.015018770604150133,0.015884156524798722,-244.4794396697234,2297.735428294245,-1296.4053644111393,-819.2340587087845,-598.1832350419546,-3000.301540510369,0.5380757072663807,0.0,1.0,1.0,1.0,259.3495064361797,2665.618117845051,-1012.2397703489895,-819.2340587087845,-598.1832350419546,-1831.5744032820503,-9936.840135815988
895.3161408647042,2532.937330325656,-538.4000355068572,894.7062196966787,2516.958584991735,-582.8219528445886,891.4786878498094,2502.232762027367,-632.5522791965238,886.952630875,2481.704436128058,-686.265912468372,883.93176193577,2464.9024216259363,-738.5759465804724,888.4201923544747,2450.1188009880743,-782.1151646144027,0.01621658975656812,0.015370771655313593,0.016037728329238853,0.016722853406664552,0.01232323513803385,712.327128616274,1413.5467069913898,-1242.5912908952637,-169.3094910386443,-1017.5415100562453,-4697.431530383113,1.0233288217141796,0.0,1.0,1.0,1.0,898.5675687587818,2532.8423680532683,-534.8874859970828,-169.3094910386443,-1017.5415100562453,-2846.6378206340705,-9865.089320585847
809.634171542135,2345.86554752113,-603.5780086228253,805.274739146757,2307.2849910395526,-641.7359190601444,801.9250439533545,2262.135417547756,-694.4472535721623,790.1274148414482,2215.8403426081954,-751.509935584691,786.2591298450766,2177.180176353221,-797.0019852101684,774.4527710326128,2133.715313678518,-850.4277488435043,0.016450756296648782,0.015119239939084744,0.018447505738739014,0.01432963120189825,0.015768273312387643,384.0358126547319,-221.5720581884671,-776.9908770022734,-457.02480110448903,-2736.4291217508785,-3393.7239360387753,0.8598845935112422,0.0,1.0,1.0,1.0,813.6391256929521,2350.6713162573587,-599.784505773212,-457.02480110448903,-2736.4291217508785,-2833.9043583168113,-9838.403627096335
