x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,dt12,dt23,dt34,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,bounces_before_hit,has_bounce_before_hit,intercept_valid,x0,y0,z0,vx0,vy0,vz0,gravity_z_mm_s2
844.0793270603479,2948.391397318752,-993.0949670065856,841.0999967570197,2908.2707994376988,-1000.9919028525359,838.1450482466983,2868.4785344413062,-1010.8292137721211,834.9932252237502,2826.0350954057994,-1023.5105534175373,0.014392128060503866,0.014274347938270624,0.015225381529413232,647.4187792759574,300.09867599440986,-1302.261197195211,-207.0111029309295,-2787.6765487624602,-2508.4813107592986,0.906108142471813,0.0,2.0,1.0,1.0,844.0793270603479,2948.391397318752,-993.0949670065856,-207.0111029309295,-2787.6765487624602,-477.19497169972624,-9810.0
701.3514258287094,2140.799405379872,-963.4204868053503,680.2682968065678,2006.8735333949378,-970.3239038460171,656.7187280500166,1857.280153433259,-980.8404037975575,636.6295106049348,1729.6678829300517,-992.1325876773429,0.015538861181501749,0.0173566968834644,0.014806320295070785,355.3673902002711,-56.98696758892322,-1011.1481454416207,-1356.8001397193607,-8618.770090073702,1034.7994517561397,0.2072981216399632,1.0,1.0,1.0,1.0,701.3514258287094,2140.799405379872,-963.4204868053503,-1356.8001397193607,-8618.770090073702,-367.29094755842914,-9810.0
733.282931858425,3168.4326224884735,-517.9982482628512,675.6990047488102,3128.985950468973,-519.4882965126014,619.391922672853,3090.4139545924622,-523.4225154143109,566.5205511906738,3054.1955208251957,-529.3523928606456,0.016207858526112402,0.015848471372369034,0.014881439180649603,-1167.4864359152555,1866.350086635127,-680.8344184798626,-3552.839939763891,-2433.799132436182,1787.286625941481,0.4880622309208693,0.0,1.0,1.0,1.0,733.282931858425,3168.4326224884735,-517.9982482628512,-3552.839939763891,-2433.799132436182,-11.047982495129968,-9810.0
-741.4926590867672,3153.445209999657,-1147.1147939291975,-682.5850879462333,3104.077688787157,-1109.1836656489522,-628.5390515803596,3058.784379368941,-1070.1951728428285,-570.7977178657462,3010.3942240492834,-1031.1518901695244,0.016965118290490168,0.015565017914111044,0.016629247102755436,1307.150113560284,1436.5790487008114,-1070.3481814736538,3472.275885842457,-2909.942646269213,2429.277697246778,0.5408406166926437,0.0,2.0,1.0,1.0,-741.4926590867672,3153.445209999657,-1147.1147939291975,3472.275885842457,-2909.942646269213,-2721.845117630371,-9810.0
958.2436656114307,2266.2990206641857,-586.5125969165239,941.8500105790932,2177.3827662404274,-587.4247978110983,924.4531810483351,2083.025472661151,-590.2504442332121,902.7112930807648,1965.1013588278447,-596.4786278755429,0.013253520276361352,0.014064540974876697,0.017577321985619537,482.026248967258,-316.61912027711116,-1008.0180437250671,-1236.9283549199345,-6708.878288159215,2875.682450183464,0.34010461676314263,1.0,1.0,1.0,1.0,958.2436656114307,2266.2990206641857,-586.5125969165239,-1236.9283549199345,-6708.878288159215,-1.7156174519317346,-9810.0
-1019.5419066181879,2268.599281338193,-976.7411587537119,-977.2642142307146,2210.3065201987847,-1004.5269305515858,-925.8677886645442,2139.4407896028574,-1041.1120455580087,-880.2807910127623,2076.5851365359113,-1076.1127308295017,0.014552850985265974,0.017691706434323072,0.01569198189938622,403.96399547865576,305.85995368143654,-909.4045569523194,2905.1140859119287,-4005.5904646056224,-1433.0889057874047,0.4420634606810251,1.0,1.0,1.0,1.0,-1019.5419066181879,2268.599281338193,-976.7411587537119,2905.1140859119287,-4005.5904646056224,-1837.2330255340016,-9810.0
232.33529717177476,2065.1193809164565,-687.9059772895356,244.66340958727082,1962.0894901430906,-725.7937621006951,256.3896950497412,1864.0892554228903,-763.553173564018,270.9021486834163,1742.8041419896576,-812.6178633068233,0.013807561634734995,0.01313351175043142,0.01625403721711114,442.15557495010944,311.58570333851685,-806.2879396628064,892.8522458652553,-7461.845436501861,3078.283952587081,0.19180488939772256,1.0,1.0,1.0,1.0,232.33529717177476,2065.1193809164565,-687.9059772895356,892.8522458652553,-7461.845436501861,-2674.649119276518,-9810.0
559.2595217281475,2110.402684778717,-1057.4953503552251,509.12710530186996,2051.4170516297145,-1103.598651132037,454.53984204874104,1987.189860634601,-1142.277571566626,391.8744432602376,1913.4579624423347,-1086.1824865062085,0.013935716932703594,0.015174067061882944,0.017419612323610736,-699.8321944662548,628.9595913342508,-529.1276374515568,-3597.404903412581,-4232.694552698488,347.0047661493568,0.3034706036818029,0.0,1.0,1.0,1.0,559.2595217281475,2110.402684778717,-1057.4953503552251,-3597.404903412581,-4232.694552698488,-3238.4543763249158,-9810.0
588.8710942380117,2453.524979768368,-701.8796225731294,589.0267241126402,2404.7098345642876,-703.4855572908089,589.2302828113261,2340.8612485674057,-708.096086824714,589.4159963052655,2282.6100214514718,-714.8707260386251,0.013166696175556233,0.01722160058205746,0.015711849387773855,596.7904701095912,-30.480639458486507,-726.1524628229486,11.819963987441895,-3707.4710734729215,-691.8913510117957,0.6238998538546129,0.0,1.0,1.0,1.0,588.8710942380117,2453.524979768368,-701.8796225731294,11.819963987441895,-3707.4710734729215,-55.22407363677821,-9810.0
571.8608541466094,2027.884582856279,-819.3581885699842,529.306064423971,1962.3159275163632,-835.5159406882799,486.41431237135316,1896.2280787549555,-854.7612146196611,451.69208140150045,1842.7278732567231,-872.601107805466,0.01744349653354166,0.017581619674867013,0.014232877650368195,-696.7202822798885,73.24775237940567,-800.1724632093316,-2439.579108512493,-3758.916981686288,-571.7397835165809,0.47074200614122347,1.0,1.0,1.0,1.0,571.8608541466094,2027.884582856279,-819.3581885699842,-2439.579108512493,-3758.916981686288,-838.9739879707865,-9810.0
